"age","study_hours","self_study_hours","social_media_hours","gaming_hours","sleep_hours","screen_time_hours","mental_health_score","focus_index","burnout_level","productivity_score","exam_score"
"20","6.59","1.67","3.02","1.33","7.57","2.44","7","34.59","28.29","64.95","42.01"
"21","4.25","1.38","2.86","1.91","6.37","7.83","2","17.97","29.9","22.51","13.8"
"25","1.49","1.98","1.81","1.91","7.73","7.04","3","13.64","25.91","19.5","11.79"
"24","2.89","1.97","3.97","1.48","6.04","8.4","4","17.07","58.63","10.8","1"
"19","5.84","5.41","3.56","2.11","8.77","6.72","7","47.35","35.39","55.59","29.9"
"16","4.66","2.01","1.95","3.01","6.73","9.47","9","46.11","36.81","53.45","29.01"
"22","7.48","2.78","2.75","1.43","6.9","6.47","1","27.52","63.45","44.58","11.92"
"19","3.17","1.64","4.12","3.47","6.07","4.89","2","6.7","43.49","13.56","1"
"25","4.94","2.75","2.58","2.42","6.86","10.09","1","20.53","57.09","12.82","5.53"
"20","7.3","2.48","4.97","1.31","5.22","6.94","9","35.19","53.84","62.79","34.83"
"22","3.04","1.64","3.14","0.56","6.68","4.4","2","27.74","46.42","17.27","1"
"21","4.97","3.07","4.52","2.23","8.06","6.71","2","18.57","38.98","33.42","13.97"
"22","3.53","2.59","3.37","0","8.27","5.28","9","35.4","48.85","46.11","29.8"
"22","4.21","2.44","3.78","0.21","7.26","3.24","3","20.19","30.88","28.81","11.1"
"24","5.59","2.74","3.35","3.61","5.94","5.32","7","31.03","48.62","55.2","22.77"
"24","4.74","3.9","4.69","2.45","6.73","9.1","3","14.8","60.4","22.4","6.75"
"25","5.36","1.96","4.69","0.06","6.34","7.83","6","28.2","59.38","31.43","20.01"
"22","4.32","2.67","5.07","0.6","7.64","9.31","3","29.1","49.28","30.7","8.83"
"18","6.15","2.56","0","1.97","6.6","2.19","3","31.42","38.59","33.62","21.22"
"22","3.43","1.27","1.52","1.99","8.4","10.12","10","45.31","36.8","54.79","31.7"
"20","1.47","3.4","2.33","1.62","7.61","5.86","2","31.61","34.44","7.52","1"
"24","4.96","2.04","1.64","1.51","6.49","9.05","6","29","48.02","46.59","15.42"
"25","5.38","0.96","4.63","1.34","5.98","7.1","2","24.01","58.52","27.4","13.94"
"25","4.93","1.84","1.48","2.57","7.89","8.72","6","40.87","32.58","57.31","28.26"
"17","5.56","2.27","0.51","0","6.81","8.35","10","41.19","28.02","64.26","42.28"
"16","4.64","4.25","5.18","4.18","6.98","9","6","22.35","51.75","31.49","12.14"
"25","7.34","2","1.57","1.67","5.19","6.58","9","45.27","49.5","63.56","29.79"
"18","3.72","1.97","4.57","1.34","6.64","1","9","26.99","48.11","37.26","24.54"
"19","4.16","4.02","4.11","1.15","7.39","4.26","4","33.67","29.07","30.79","22.01"
"18","4.3","2.34","0.43","4.04","7.39","7.81","2","36.18","40.42","31.42","10.57"
"22","7.12","3.01","0.3","2.66","5.75","5.7","6","40.32","49.69","55.31","38.21"
"16","6.63","3.75","1.34","1.62","5.6","6.78","2","27.7","49.52","36.34","23.64"
"25","3.15","1.94","1.34","2.54","7.04","4.94","10","39.96","43.09","47.61","14.12"
"20","1.98","3.77","2.79","0.81","7.53","6.07","10","36.88","30.57","44.6","25.89"
"24","2.1","3.36","2.86","1.07","6.86","5.82","7","19.72","38.04","28.14","4.81"
"19","5.04","3.23","3.65","1.67","6.32","2.78","5","32.76","51","29.52","14.89"
"20","4.76","3.88","4.31","2.16","5.77","5.03","3","17.4","54.8","22.71","9.5"
"20","7.71","1.85","2.1","0.66","9.44","1.09","9","55.3","23.97","79.8","52.38"
"19","5.98","0.85","3.08","0","7.25","1.41","10","38.54","41.37","67.54","29.2"
"16","3.72","2.56","4.67","1.5","5.3","10.39","3","16.86","50.41","29.6","11.09"
"24","6.09","3.55","2.87","1.42","4.69","6.49","4","29.66","38.13","37.25","25.82"
"18","5.79","0.6","2.08","0.95","7.75","4.22","10","36.21","40.14","62.47","40.63"
"20","6.99","4.69","2.8","3.6","5.63","12.24","2","23.78","47.96","28.59","4.43"
"19","5.06","2.81","3.76","2.33","7.7","8.06","2","28.46","28.28","25.58","25.77"
"23","5.69","2.65","2.73","1.83","7.56","9.63","4","35.03","39.24","47.49","23.01"
"17","4.02","3.91","5.62","0.8","8.14","1.42","4","24.22","31.34","32.88","15.77"
"16","3.29","4.36","5.24","0","5.97","4.62","10","34.34","58.1","46","22.12"
"24","1.06","0","4.13","1.77","6.2","1.52","8","19.58","36.17","24.71","8.98"
"23","3.63","1.9","3.99","0.56","5.96","7.69","10","35.63","57.86","45.08","24.59"
"16","5.8","2.08","6.82","0","10","3.72","9","35.28","35.3","54.68","33.79"
"25","3.27","1.86","3.87","1.21","6.08","4.42","9","22.96","40.87","36.38","19.62"
"25","1.9","4.58","3.59","1.18","6.04","5.92","3","16.73","50.98","6.83","1"
"16","5.49","1.87","2.56","0","6.32","8.71","3","33.12","60.07","27.33","10.31"
"21","6.7","3.36","3.28","1.41","7","7.65","5","40.65","37.54","59.77","39.61"
"20","8.85","1.37","4.82","1.74","4.53","4.97","8","35.24","64.58","67.79","37.09"
"23","7.08","0","1.6","0","6.86","6.57","10","51.99","42.81","68.88","42.66"
"18","8.87","1.8","2.37","1.1","5.56","7.74","9","52.48","48.93","76.06","50.04"
"23","5.78","1.09","2.5","2.47","5.25","5.37","5","23.99","70.88","27.47","9.26"
"23","6.34","1.69","3.72","1.28","7.43","6.86","5","33.83","46.84","49.99","25.18"
"17","6.08","2.14","5.92","3.03","7.93","9.4","7","24.22","37.84","45.17","19.5"
"20","5.36","3","3.05","0.59","5.42","11.78","9","39.99","78.14","52.82","27.6"
"18","3.65","2.71","3.68","3.42","6.27","7.76","6","21.26","39.55","35.87","24.16"
"20","3.62","3.51","1.87","2.58","7.21","10.83","4","25.9","27.34","30.92","18.28"
"25","4.98","2.6","3.32","1.88","6.96","6.83","10","24.33","28.98","62.18","35.68"
"25","5.22","1.73","2","1.88","8.31","5.96","8","39.95","31.32","57.19","29.3"
"21","5.24","1.69","4.16","2.02","5.5","10.11","6","19.76","74.58","37.48","14.01"
"24","6.47","3.47","5.79","1","7.21","6.49","8","39.94","42.92","51.68","28.89"
"21","2.34","1.42","2.32","1.45","6.48","6.01","7","23.64","40.69","24.67","15.18"
"19","1.25","3.37","2.27","1.01","7.04","12.57","5","15.82","55.52","1","1"
"25","5.87","1.05","3.73","0","7.37","5.62","8","31.24","46.96","53.38","27.49"
"16","4.91","2.77","0.62","2.9","6.56","7.2","4","41.32","69.78","38.64","9.15"
"22","1.95","0.77","4.15","3.08","7.27","8.05","4","6.6","37.67","15.67","6.31"
"19","7.37","3.09","1.15","1.88","5.47","7.34","3","41.58","42.63","43.96","24.42"
"20","4.69","2.56","3.57","3.21","5.12","7.35","8","29.03","73.64","30.74","11.81"
"24","7.15","1.65","3.48","1.44","7.1","4.11","10","40.71","36.79","65.62","39.24"
"25","2.84","3.1","4.22","1.61","10","8.17","1","20.33","41.29","15.53","1.81"
"18","7.73","3.07","3.49","0.54","7.73","10.23","6","39.44","34.61","70.33","41.45"
"25","5.23","2.39","4.95","1.56","6.4","4.87","6","26.87","34.61","40.86","24.46"
"19","1.18","4.04","4.06","0.81","7.48","2.01","4","19.56","29.44","14.8","1"
"22","4.74","0.79","4.65","0","8.46","8.39","4","15.58","54.5","18.67","11.24"
"21","3.77","1.44","2.03","0.76","6.52","9.78","4","22.69","68.26","22.01","4.59"
"20","5.91","1.32","2.59","0","6.65","3.51","1","20.83","22.93","37.19","19.34"
"22","5.43","1.76","4.85","2.22","7.35","7.04","1","20.66","64.23","24.14","1.16"
"20","4.76","3.56","0.78","2.72","6.7","8.12","5","31.59","45.54","39.61","21.78"
"20","8.65","2.34","4.6","0.53","9.25","9.89","9","51.57","13.69","88.61","54.97"
"21","5.47","1.51","3.43","2.06","7.71","8.09","4","20.75","27.72","42.22","28.4"
"20","6.69","2.02","2.49","2.38","6.75","8.22","1","32.53","66.78","24.39","1"
"17","5.92","0.65","5.07","2.58","6.1","8.24","2","8.52","65.17","19.28","2.27"
"18","6.3","0.54","0","0","6.36","6.63","1","30.09","66.71","31.82","15.95"
"24","3.87","2.63","3.71","1.3","7.69","9.6","2","19.95","56.62","18.53","7.78"
"24","5.61","2.68","2.69","1.1","7.31","5.44","5","38.57","44.9","51.4","30.68"
"25","5.86","1.65","4.36","1.54","6.38","10.38","10","31.06","52.05","46.05","24.7"
"17","7.99","2.88","3.88","2.83","8.12","7.97","5","45.26","60.42","48.37","22.67"
"25","5.04","3.98","2.52","2.67","7.34","8.51","4","32.18","57.18","36.47","19.03"
"20","4","2.79","3.69","1.69","6.64","3.57","4","26.74","37.21","41.33","23.33"
"23","4.33","4","0","1.16","4.37","8.42","9","44.98","67.57","45.06","25.82"
"23","3.66","1.76","2.85","1.61","5.76","6.99","9","29.77","72.75","34.28","13.09"
"21","6.78","3.74","1.56","1.98","6.51","9.8","2","26.49","61.9","35.09","12.96"
"22","2.08","2.76","4.88","0.96","7.82","7.3","9","42.15","45.7","40.88","27.27"
"25","4.02","2.59","1.47","0.77","7.87","10.66","8","40.86","53.66","43.21","23.85"
"17","2.62","2.28","2.87","1.07","6.51","6.51","8","32.58","31.5","44.44","27.5"
"18","5.3","2.03","4.58","4.78","7.86","7.89","5","19.75","23.66","35.73","17.92"
"17","7.24","2.31","1.78","3.79","6.44","9.35","2","26.74","64.77","32.54","11.6"
"18","2.2","2.73","1.93","2.73","7.36","11.07","6","23.14","71.93","18.07","2.55"
"22","7.27","1.36","4.9","1.42","7.05","6.86","7","44.37","45.04","60.27","33.46"
"21","2.42","3.77","1.93","2.11","8.95","6.71","10","31.59","25.39","47.29","31.3"
"21","5.41","3.98","3.59","0","5.43","7.83","2","22.96","44.99","26.17","15.39"
"17","5.89","0.61","2.59","1.6","7.04","5.13","2","18.48","39.66","28.78","14.66"
"20","5.47","2.42","2.62","2.07","6.11","4","3","21.61","36.34","32.47","17.9"
"22","4.32","2.55","2.49","0","6.32","5.23","7","31.22","46.26","46.27","16.54"
"22","0.32","1.43","2.83","0","7.04","5.37","6","17.83","58.94","9.09","2.09"
"23","2.55","1.83","2.23","0.76","6.67","4.17","10","26.73","34.48","46.68","17.48"
"21","2.77","2.54","4.19","0.85","6.78","9.06","5","22.79","48.29","28.69","12.17"
"23","6.24","3.98","2.67","2.18","8.98","9.73","4","37.39","29.13","46.51","31.58"
"24","8.61","4.69","2.65","0.03","6.17","4.43","7","39.49","52.66","62.28","26.85"
"24","0.62","2.97","1.12","0.81","6.55","6.25","1","17.17","44.92","1","1"
"25","4.27","3.95","3.41","2.92","8.71","9.14","6","35.7","63.31","43.58","20.96"
"21","6.52","2.85","4.06","0.11","6.64","4.97","7","41.94","44.03","40.68","25.07"
"25","4.67","2.71","3.46","3.92","7.26","8.52","1","23.23","23.21","33.69","15.47"
"25","0","3.85","4.18","2.06","6.01","8.2","7","12.08","64.52","6.78","1"
"23","5.26","4.86","1.44","2.88","6.27","9.64","1","31.81","63.92","20.28","17.42"
"23","2.12","1.55","4.13","0","8.32","9.18","9","28.72","35.95","30.3","17.46"
"18","8.73","4.84","6.23","1.91","7.58","7.06","8","46.46","48.92","74.76","40.36"
"23","0.87","0","2.71","0.86","6.05","7.13","4","7.35","55.59","4.69","1"
"20","3.57","2.37","1.15","0","7","8.34","1","29.43","20.54","19.54","22.01"
"21","3.21","2.43","1.86","4.19","5.75","7.67","4","24.59","81.52","10.2","1"
"24","3.25","2.56","5.67","3.72","8.34","4.46","7","19.93","51.69","27.27","12.94"
"25","3.46","2.95","3.6","1.1","6.57","4.98","10","37.29","23.75","55.05","28.89"
"18","2.24","3.53","0","2.44","8.77","7.67","1","22.03","45.44","5.36","1"
"23","4.53","2.55","2.64","0.43","6.38","8.06","7","32.07","69.11","41.5","13.31"
"22","5.75","1.85","4.26","0.88","7.62","9.3","2","23.98","41.31","41.62","18.71"
"24","3.71","0.64","5.78","3.89","7.94","6.16","10","24.34","24.33","53.92","29.26"
"23","6.76","0.09","4.55","0.6","8.45","7.73","8","36.84","34.18","53.22","33.91"
"17","5.6","1.99","4.83","0","7.44","5.71","7","42.52","51.27","56.06","26.83"
"17","3.54","1.83","2.89","2.36","7.31","3.01","10","40.96","39.33","61.7","27.56"
"17","3.51","0.35","5.72","1.44","5.21","7.81","1","17.61","49.14","16.59","5.66"
"22","4.71","2.2","5.02","2.11","6.91","3.06","4","22.48","29.41","36.62","19.95"
"19","4.64","2.14","2.65","0.95","6.55","11.11","7","23.36","74.38","31.48","10.35"
"24","5.16","1.41","3.87","2.53","5.55","8.03","9","28.49","45.53","59.04","30.55"
"25","3.72","1.77","0","0","6.14","9.23","7","36.62","55.36","34.92","19.71"
"23","2.76","1.98","5.61","1.36","5.98","7.17","9","33.31","44.78","28.19","13.34"
"19","1.55","1.44","3.94","2.16","6.89","8.56","6","14.52","66.55","11.51","1"
"25","6.69","2.94","4.15","3.03","6.03","7.26","4","24.91","52.3","37.77","12.96"
"24","2.59","2.72","1.23","0.81","6.82","6.03","7","26.97","49.7","29.91","10.2"
"18","5.22","2.73","3.54","1.09","6.67","3.25","9","38.58","20.54","70.44","42.57"
"24","5.77","3.96","2.04","2.38","5.88","9.73","6","37.03","57.94","39.28","25.87"
"17","5.15","3.4","2.61","0","6.56","7.35","4","36.93","49.26","36.52","21.01"
"17","3.3","2.71","0.84","0.73","8.21","9.29","6","38.55","77.47","30.39","21.07"
"20","3.34","3.08","1.26","0","6.79","6.94","9","33.74","28.28","42.3","18.13"
"22","3.3","2.69","3.66","0.92","5.12","10.14","4","15.83","85","10.63","1"
"16","5.1","3.16","2.63","0.42","7.13","9.5","9","39.71","51.62","60.76","30.63"
"22","4","2.51","0.23","3.1","8.27","6.73","3","25.18","21.81","33.32","27.78"
"17","7.07","2.75","1.34","2.81","7.83","4.27","3","38.13","68.71","34.55","12.98"
"22","2.73","2.47","4.63","2.75","4.46","6.73","4","17.37","84.69","14.58","1.41"
"25","9.48","2.02","2.87","2.57","8.69","11","7","50.79","34.47","78.27","42.51"
"18","5.57","3.15","4.62","0","4.37","6.91","6","25.5","59.57","38.4","18.01"
"20","4.67","1.93","3.89","1.72","7.65","7","10","38.84","28.55","70.11","40.51"
"16","6.32","5.02","3.93","2.66","7.07","6.3","5","33.4","47.26","48.85","31.52"
"21","1.67","3.84","4.21","3.35","5.2","8.95","2","8.04","62.4","2.85","1"
"18","6.15","0.99","0","0","6.13","6.91","6","38.45","58.02","49.88","23.79"
"23","5.66","0.53","2.94","2.81","8.55","8.41","5","23.69","32.64","41.72","14.93"
"16","4.02","3.09","2.39","1.52","6.43","7.23","2","25.3","43.5","16.64","11.84"
"20","2.54","2.93","4.16","0.68","5.59","6.82","2","14.55","44.33","17.04","3.98"
"25","5.36","2.1","1.19","2.55","7.6","5.92","8","36.78","38.83","49.2","31.83"
"18","7.31","2.14","0","1.5","7.78","10.12","5","39.76","28.54","61.77","39.8"
"21","2.83","1.73","2.86","2.76","7.09","6.3","5","11.53","54.71","17.52","1"
"20","4.56","2.99","4.22","2.69","5.21","2.2","6","24.06","58.11","38.3","25.65"
"24","8.13","2.4","3.85","3.4","5.72","6.17","9","34.95","67.66","62.27","28.7"
"21","6.38","2.48","2.56","2.19","8.79","4.03","9","39.19","49.46","54.92","38.42"
"20","3.99","1.39","6.74","2.41","4.13","12.76","5","12.89","93.41","1","1"
"25","6.7","1.16","1.3","1.16","8.46","4.48","1","31.05","19.05","44.66","33.08"
"24","6.29","3.88","2.41","0.73","5.47","6.68","9","49.1","66.2","56.04","21.03"
"19","5.12","1.96","3.59","0.9","7.12","5.56","10","38.78","47.89","54.3","26.72"
"20","6.42","1.26","3.77","2.73","6.77","7.52","5","18.71","52.46","36.53","8.01"
"25","6.46","4.88","2.32","2.69","8.13","1","4","36.52","40.18","48.43","24.36"
"21","6.2","2.32","4.75","1.26","7.14","9.77","6","31.88","55.79","47.44","19.34"
"23","3.24","1.16","2.86","0.37","8.84","3.47","4","27.02","38.94","28.12","10.08"
"23","5.94","3.98","3.36","2.24","6.81","11.62","10","36.15","37.77","63.2","40.41"
"18","6.38","0.53","3.77","2.04","7.7","8.28","2","16.04","39.95","30.86","10.87"
"22","3.23","2.81","3.14","3.07","7.88","5.88","1","22.46","36.88","17.88","8.76"
"17","4.21","2.86","1.18","2.25","8.61","8.87","3","28.69","42.53","26.92","15.71"
"22","3.42","3.5","4.58","1","7.18","4.39","2","23.17","40.31","10.19","8.34"
"21","0.69","1.09","0","1.85","7.32","9.17","6","25.49","56.53","21.49","3.14"
"20","2.42","2.05","1.76","3.2","5.15","5.67","6","17.2","59.12","13.79","1"
"21","5.82","0.73","1.07","1.27","9.01","5.84","9","32.84","9.26","61.73","28.42"
"20","3.82","0.52","3.07","2.77","7.36","6.81","10","31.03","41.1","50.94","25.44"
"22","1.6","4","2.78","3.66","4.34","4.58","8","21.31","44.19","24.68","7.26"
"16","2.97","3.48","3.2","3.61","5.62","11.17","10","30.18","71.7","30.32","11.96"
"22","6.52","2.18","2.17","0.27","8.14","6.1","5","40.88","35.36","42.46","35.35"
"17","4.42","3.37","2.92","0.8","7.71","5.98","5","30.4","60.81","25.25","8.83"
"25","6.26","2.39","1.95","0.66","5.86","9.87","8","40.75","56.21","53.4","41.33"
"22","5.45","3.28","1.88","0.77","7.38","8.46","4","39.88","67.37","27.99","14.55"
"23","4.83","2.59","4.05","2.52","7.1","9.21","2","13.57","64.5","11.32","1"
"24","4.77","1.55","2.77","1.84","7.53","4.92","10","37.03","38.92","58.41","28.4"
"19","6.21","2.74","5.67","0.22","6.65","8.47","8","37.49","69.34","46.77","23.77"
"21","4.4","2.84","3.59","2.73","5.33","2.38","2","27.77","45.44","20.82","17.07"
"22","7.36","1.02","5.48","0","6.41","11.17","6","34.64","44.69","51.2","29.18"
"22","3.55","3.27","4.1","1.9","5.72","8.81","6","26.74","60.36","29.44","12.55"
"19","3.69","2.31","2.26","3.24","7.25","7.73","1","7.7","40.59","11.35","1"
"23","5.12","2.09","2.63","1.27","6.25","4.2","10","35.76","46.77","48.77","25.57"
"22","3.65","2.64","2.3","3.86","6.19","7.15","8","32.75","17.87","46.07","32.76"
"18","2.55","0.26","1.46","1.69","8.51","5.32","5","20.97","33.04","32.85","10.61"
"16","4.4","4.04","0.77","0","8.35","9.75","9","49.49","46.19","53.11","23.37"
"18","3.99","1.01","1.85","1.51","6.27","7.35","9","42.36","44.81","53.98","38.99"
"23","4.01","3.92","3.58","2.05","5.27","6","7","26.11","76.75","24.69","1"
"21","4.94","5.01","3.48","1.12","6.06","10.33","1","30.48","62.65","15.8","4.54"
"18","7.74","1.87","6.74","1.3","7.69","3.44","9","44.03","31.37","66.7","41.76"
"17","5.97","3.7","4.48","1.94","7.48","4.01","10","45.57","45.03","71.69","35.57"
"20","6.21","3.5","2.58","1.13","8.75","4.88","5","53.68","35.39","50.84","34.18"
"16","4.13","0.67","2.08","2.04","8.52","6.43","10","38.47","43.81","52.53","31.54"
"20","3.73","2.54","3.81","2.17","7.53","5.12","3","23.77","27.83","25.63","14.59"
"23","4.63","1.58","0.48","1.45","4.19","8.29","10","38.15","50.76","47.08","15.62"
"21","5.54","3.72","1.47","2.97","8.9","7.5","1","23","32.48","32.2","12.74"
"19","5.51","0","3.17","1.84","9.1","9.5","7","32.01","40.03","50.2","20.79"
"24","7.74","2.11","4.19","2.5","4.9","6.8","1","19.08","80.58","31.35","15.62"
"20","2.79","1.91","1.37","2.99","4.72","6.54","2","13.27","71.15","4.35","1"
"21","6.76","0.93","1.44","0","5.68","6.28","3","26.23","68.69","35.33","3.88"
"22","2.58","1.66","3.32","2.86","8.88","1","9","23.83","17.18","50.67","25.08"
"20","3.98","2.58","3.99","1.85","6.04","7.13","1","14.25","43","10.55","6.59"
"16","6.02","1.02","0.69","0","6.99","7.92","1","31.01","51.27","27.15","18.61"
"17","1.98","1.65","4.57","0.01","6.21","9.74","8","27.96","38.75","39.51","12.02"
"22","6.09","2.2","0.94","2.49","7.84","9.44","4","31.63","51.71","47.06","22.56"
"22","1.06","4.6","4.44","3.5","5.54","6.54","7","21.78","65.81","9.59","1"
"23","5.47","3.58","1.36","3.01","6.67","15.3","10","43.06","77.47","56.87","22.81"
"18","2.46","1.31","6.24","1.46","5.8","3.72","6","16.5","57.1","12.55","5.08"
"24","7.31","2.37","4.87","2.11","6.23","4.43","9","36.62","27.01","67.42","39.64"
"18","1.38","1.48","1.26","2.68","6.63","6.85","10","32.87","41.78","48.03","26.03"
"21","3.07","3.61","2.79","1.87","9.08","8.06","1","10.18","30.75","9.73","1"
"23","3.93","2.35","2.37","4.94","6.15","9.81","8","30.73","53.84","37.81","15.64"
"16","3.22","2.22","5.47","1.62","6.7","7.29","3","12.7","49.63","18.98","10.27"
"23","1.5","1.88","0.36","2.95","6.15","6.06","10","29.01","52.89","34.25","10.73"
"16","3.97","3.75","1.49","1.4","5.63","7.07","2","20.96","42.91","26.71","15.84"
"22","0.26","0.73","1.72","2.49","5.36","2.54","7","18.85","31.11","21.29","10.58"
"19","2.87","1.44","1.86","2.57","8.69","6.97","5","20.68","28.33","33.48","15.64"
"16","2.98","4.73","3.84","2.01","7.96","9.9","9","28.66","44.1","35.7","7.56"
"23","4.69","1.66","2.6","2.37","8.25","10.57","1","27.32","42.08","19.57","10.38"
"24","6.45","3.67","1.33","2.36","6.07","4.39","10","57.73","46.22","70.12","48.53"
"18","4.7","1.94","4.02","0.68","8.63","9.2","8","34.01","59.23","45.37","17.33"
"19","6.94","5.31","2.8","0.51","7.94","4.14","1","31.89","38.4","40.09","19.85"
"17","5.11","2.43","2.59","0.38","5.33","4.47","5","36.09","45.13","34.23","18.54"
"19","6.3","1.43","0.8","0.27","7.27","9.23","2","28.75","46.2","46.14","20.89"
"16","4.67","4.55","1.79","1.8","8.14","5.62","2","36.42","23.44","36.06","14.82"
"17","2.93","3.79","1.32","0","7.41","6.1","6","40.84","51.99","33.62","17.16"
"17","4.65","4.33","4.22","0.23","8.58","7.53","3","19.7","30.52","31.32","8.55"
"18","5.37","2.1","2.75","1.1","7.13","9.34","4","29.14","51.7","24.79","5.62"
"22","5.35","3.04","1.03","1.81","6.69","9.34","5","35.67","65.6","32.47","15.11"
"21","4.99","2.75","0.85","2.05","5.57","5.86","3","20.65","54.49","17.55","1.19"
"20","5.02","0.8","4.65","2.62","7.21","8","9","30.25","48.62","44.14","25.67"
"22","2.39","1.11","2.39","1.87","5.7","6.14","2","11.52","53.03","3.4","1"
"23","5.42","1.33","3.3","2.45","10","6.33","1","35.16","21.29","30.7","21.06"
"20","6.06","2.1","3.61","0.74","6.65","4.71","2","27.81","48.08","32.08","18.76"
"17","7.71","3.51","4.59","2.6","7.39","9.69","5","33.51","35.15","57.82","35.45"
"19","5.45","3.47","4.78","0","9.57","3.55","3","26.66","31.14","37.89","11.1"
"25","3.74","2.29","5.77","0.12","7.42","8.13","8","25.84","46.16","33.46","6.07"
"25","2.31","3.64","1.05","0.82","7.88","6.96","7","44.47","35.94","49.41","36.75"
"24","2.91","3.31","5.39","0","7.62","7.91","4","23.78","29.66","30.85","9.4"
"22","5.72","1.22","2.41","0","9.7","5.46","5","42.68","15.18","55.48","38.05"
"18","4.35","2.07","2.52","1.61","7.24","7.05","2","20.97","43.22","26.43","1"
"20","6.52","2.4","2.46","1.63","4.62","8.13","9","45.61","65.03","60.42","28.94"
"20","3.58","2.74","2.25","1.05","4.44","9.12","1","10.6","84.14","1.34","1"
"20","9.01","3.41","4.46","2.96","5.97","6.06","4","31.12","32.81","59.55","29.19"
"23","6.77","6.03","3.13","1.77","8.74","7.68","8","56.43","28.21","70.47","42.68"
"23","5.57","4.53","2.32","1.37","7.21","4.64","9","52.65","61.27","64.52","45.37"
"20","7.12","0.64","1.8","0.8","4.22","10.17","2","24.05","41.73","33.47","10.89"
"20","4.23","0.8","2.31","0","8.2","10.19","7","27.44","35.24","48.57","27.58"
"21","6.86","3.48","3.79","2.63","8.69","5.25","8","45.38","31.99","65.55","41.71"
"24","5.94","3.12","2.9","3.53","8.07","3.19","3","27.93","22.14","43.27","24.52"
"22","3.6","2.44","0.57","2.24","5.59","9.29","4","27.97","35.32","27.51","17.13"
"24","1.76","2.12","4.31","2.21","6.29","9.08","9","30.97","70.43","14.65","1"
"23","1.14","3.82","5.39","0.34","8.4","5.56","5","27.98","26.52","18.18","20.18"
"23","0","1.4","3.64","0","6.49","4.68","10","26.09","62.11","20.62","13.91"
"19","3.53","0","3.04","0","9.22","6.77","8","41.76","18.81","50.45","28.27"
"18","2.86","1.49","5.61","1.13","5.9","7.23","10","27.98","41.42","41.32","9.46"
"24","6.43","2.97","2.22","4.44","5.57","6.54","2","26.07","50.77","26.49","13.86"
"23","3.65","3.42","3.32","0.46","4","4.93","4","14.16","60.82","19.25","5.32"
"19","7.87","1.12","1.86","1.85","5.96","2.04","2","27.6","39.48","37.37","18.24"
"19","0.05","3.01","2.3","0","5.53","10.26","9","27.74","53.38","20","4.75"
"23","7.58","2.32","4.45","0.96","6.23","7.11","1","23.73","41.36","40.2","19.83"
"24","5.95","0.82","5.3","2.87","5.5","1.53","1","5.5","33.02","23.14","1.59"
"23","6.27","0.78","2.75","0","7.12","6.55","8","45.53","34.64","60.3","35.89"
"21","2.98","3.35","3.91","0.8","7.26","7.83","2","17.93","44.34","15.21","5.11"
"20","3.38","1.76","4.28","3.54","7.69","7.49","2","17.34","47.16","24.87","6.12"
"24","4.48","1","2.23","2.34","9.23","10.29","4","31.1","42.91","29.48","13.29"
"22","4.56","1.87","3.61","0.49","7.21","13.93","5","31.83","57.08","36.66","15.56"
"18","4.74","0.42","3.72","1.47","7.47","10.07","3","26","29.5","39.68","28.66"
"20","2.49","2.77","2.81","1.83","7.23","4.35","8","27.59","54.11","30.46","9.7"
"25","0.75","2.05","2.05","1.44","7.52","7.17","4","24.25","51.6","5.57","1"
"19","4.49","2.4","2.73","2.82","6.96","10.91","1","15.44","60.25","14.44","10.88"
"18","6.01","2.98","5.28","0.76","7.88","5.25","6","43.08","38.91","48.46","34.48"
"24","6.68","2.72","2.56","2.85","6.21","10.48","3","20.85","57.06","39.98","14.05"
"16","3.42","1.5","4.03","2.47","7.22","6.4","3","20.47","33.89","26.4","14.15"
"24","2.18","1.31","4.8","0.85","8.9","6.2","1","10.99","23.07","4.53","1"
"16","3.61","2.84","3.24","0.94","7.7","3.76","5","33.34","31.39","37.54","21.13"
"17","4.33","2.77","5.49","0.75","7.36","4.75","6","30.24","34.2","43.85","18.22"
"20","1.76","3.29","4.05","0.55","8.76","6.13","7","41.44","48.76","31.02","13.22"
"25","8.91","1.54","1.94","1.43","6.1","6.13","9","34.08","45.06","66.76","39.88"
"23","3.1","1.79","1.74","3.27","6.13","2.99","1","19.28","49.85","6.98","1"
"19","3.6","2.3","6.22","0.2","8.17","5.23","1","16.92","48.26","16.4","16.18"
"16","4.71","0.19","3.17","0.91","6.24","8.66","6","21.72","53.08","37.92","13.31"
"23","7.46","0.41","0","0.2","7.97","3.86","7","45.9","38.14","56.45","38.4"
"24","2.63","3.69","3.17","0.86","4","1.07","2","21.35","35.72","14.4","7.04"
"17","5.44","3.54","1.73","1.92","7.36","7.6","4","29.98","53.24","38.83","20.04"
"23","0.99","0.82","4.81","0.5","5.73","4.56","1","12.5","56.66","1","1"
"20","6.16","1.55","4.01","0.81","7.96","7.28","2","32.55","41.02","30.46","13.07"
"17","3.19","2.72","3.18","0.55","4.96","12.05","1","16.09","62.15","9.34","1"
"18","7.2","1.11","4.98","3.34","6.79","8.89","7","28.55","56.18","49.77","23.39"
"16","1.94","2.94","1.55","0.48","6.77","5.12","4","27.21","58.13","16.35","5.69"
"18","6.5","3.48","3.05","2.05","7.01","4.77","3","27.52","31.5","38.62","26.85"
